Zip,Lat,Lon,AccessibilityMetric
6212AB,50.841579,5.689362,0.3196201894108411
6212AC,50.841562,5.695746,0.29901842490231995
6212AD,50.841045,5.695626,0.2747605877272243
6212AE,50.838637,5.694933,0.18559005691702837
6212AG,50.836569,5.694311,0.13274959244265638
6212AH,50.834599,5.693887,0.09668022600529069
6212AJ,50.830968,5.694928,0.05316052833603203
6212AK,50.829171,5.695618,0.039653456473684415
6212AL,50.827135,5.695858,0.028531992665685322
6212AM,50.841713,5.694565,0.316940136863977
6212AN,50.840853,5.694802,0.27179851955448076
6212AP,50.841205,5.694202,0.2927470931085203
6212AR,50.841162,5.693219,0.2958337979512459
6212AS,50.840201,5.695523,0.23860452777324073
6212AT,50.84051,5.693124,0.26492144888277486
6212AV,50.8398,5.695736,0.22157146510171247
6212AW,50.840277,5.689727,0.25910772820007694
6212BA,50.840664,5.690371,0.2769047838712978
6212BB,50.84043,5.688251,0.2616953712793407
6212BC,50.841076,5.690572,0.29661993671831516
6212BD,50.840931,5.68959,0.28808835379872233
6212BE,50.84081,5.688802,0.28017676382863105
6212BG,50.840298,5.691284,0.2603331060404265
6212BH,50.841177,5.688447,0.29575346186751583
6212BJ,50.840068,5.688895,0.24874251247209495
6212BK,50.840067,5.688568,0.24785668215933
6212BL,50.839674,5.692786,0.23079462548207044
6212BM,50.8397,5.690432,0.23605595678465335
6212BN,50.839369,5.688165,0.2205769049900483
6212BP,50.839956,5.690922,0.2462364514292209
6212BR,50.839566,5.688244,0.22784156588793425
6212BS,50.839041,5.689661,0.21108538973499347
6212BT,50.839017,5.689332,0.21003203138384163
6212BV,50.839506,5.691756,0.22695903820112426
6212BW,50.83836,5.690457,0.18825913056034715
6212BX,50.838636,5.690355,0.1972504407991416
6212CA,50.838616,5.692556,0.1931700248358322
6212CB,50.8389,5.693025,0.20141721739638643
6212CC,50.839424,5.694008,0.21651476126064234
6212CD,50.838204,5.694228,0.17508548306352514
6212CE,50.83629,5.693848,0.12782041254897542
6212CG,50.83943,5.693684,0.21809299824015385
6212CH,50.83687,5.693774,0.14100666865003156
6212CJ,50.835198,5.693504,0.10735132368317941
6212CK,50.838741,5.694564,0.19046365011696859
6212CL,50.83788,5.692901,0.16960166824763992
6212CM,50.838083,5.692927,0.17547979855626866
6212CN,50.839245,5.691064,0.21811016757728174
6212CP,50.83824,5.691651,0.18305141917098497
6212CR,50.837004,5.69276,0.14660735985777254
6212CS,50.839088,5.690882,0.21254176948913847
6212CT,50.836825,5.692095,0.14356247102682948
6212CV,50.8356,5.692997,0.11565595486875672
6212CW,50.837223,5.692795,0.15202367782240442
6212CX,50.837424,5.692905,0.1570041168572203
6212CZ,50.835276,5.691258,0.11231632365997628
6212EA,50.835602,5.689429,0.12041494488895221
6212EB,50.835837,5.689065,0.1253000161674714
