Zip,Lat,Lon,AccessibilityMetric
6212EC,50.836828,5.687725,0.14693478917349218
6212EG,50.836327,5.688556,0.13573783683385993
6212EH,50.836934,5.688344,0.14952358156355705
6212EJ,50.837627,5.688265,0.16696238557996435
6212EK,50.836518,5.689636,0.13942347500409946
6212EL,50.83734,5.68813,0.1594428758647989
6212EM,50.836303,5.689402,0.13481422299406726
6212EN,50.838622,5.687965,0.1953987998177484
6212EP,50.83751,5.69002,0.16369490629540215
6212ER,50.838442,5.687862,0.1897264865515999
6212ES,50.836947,5.690015,0.14922892089752346
6212ET,50.839786,5.687572,0.23401712551666662
6212EV,50.839837,5.687302,0.23496284006737428
6212EW,50.839237,5.687041,0.21313153527192538
6212EX,50.839847,5.686858,0.23363662334411434
6212EZ,50.839973,5.686343,0.23597053928306144
6212GA,50.8404,5.685458,0.24679150914956025
6212GB,50.839557,5.686317,0.2213567029781236
6212GC,50.840859,5.68417,0.254689626944432
6212GD,50.840194,5.685319,0.2385974948495529
6212GE,50.839164,5.686366,0.20862920997457493
6212GG,50.839031,5.684813,0.19887669416061937
6212GH,50.838182,5.683022,0.1697851316014004
6212GJ,50.839293,5.684732,0.2062955628341548
6212GK,50.838578,5.682404,0.1768745248293253
6212GL,50.840047,5.68427,0.22756778525707289
6212GM,50.839644,5.684095,0.21388247799008187
6212GN,50.83947,5.683797,0.20713769580024505
6212GP,50.839878,5.683413,0.21722256030939635
6212GR,50.840313,5.68297,0.2277924849427436
6212GS,50.840831,5.682962,0.2443554657736354
6212GT,50.839841,5.682603,0.2113161778816454
6212GV,50.838855,5.683957,0.19046644181656494
6212GW,50.839774,5.682172,0.20683916295893737
6212GX,50.838812,5.68358,0.18775347121354843
6212HA,50.839253,5.681795,0.19083521483265825
6212HB,50.839202,5.681325,0.1870991538158248
6212HC,50.839537,5.680761,0.19232834476343158
6212HD,50.837506,5.681415,0.14943427000375634
6212HH,50.838448,5.67915,0.1598049074805617
6212NA,50.818968,5.693894,0.0024089333516086626
6212NC,50.830058,5.693867,0.046728945814992255
6212NE,50.827282,5.690952,0.030884198623248375
6212NH,50.837268,5.685942,0.1556292259177624
6212NJ,50.825274,5.67497,0.02406204058409888
6212NK,50.828579,5.672805,0.040176272882520396
6212NL,50.834654,5.674798,0.09033496975222338
6212XA,50.83842,5.685721,0.184541464928234
6212XB,50.836931,5.683049,0.14259481880700026
6212XC,50.834847,5.681051,0.10306820225045775
6212XD,50.833959,5.68031,0.09013261745657847
6212XE,50.832958,5.679559,0.07768720214985497
6212XG,50.831892,5.678688,0.06634834225906984
6212XH,50.838634,5.685751,0.19065802346701524
6212XJ,50.837946,5.68359,0.16612283210396228
6212XK,50.835082,5.680563,0.10567031368668306
6212XN,50.841391,5.697517,0.273044675010101
6212XR,50.839104,5.696069,0.1951381796285505
6212XS,50.836635,5.695376,0.13126801729460438
6212XV,50.836028,5.695517,0.11836437673574587
6212XW,50.840678,5.697766,0.2403419909452319
6212XX,50.840297,5.697403,0.2286153563376238
6212XZ,50.839995,5.69719,0.21898387476059222
6213AA,50.841836,5.681246,0.26163989403782933
6213AB,50.841948,5.680139,0.25387949071001775
6213AC,50.842225,5.680414,0.2651468382548284
6213AD,50.841655,5.6802,0.24582456206372158
6213AE,50.841023,5.678646,0.21520896730617226
6213AJ,50.841184,5.678761,0.22021838571650093
6213AK,50.84035,5.677609,0.19177857688121946
6213AL,50.8403,5.676924,0.18623099909378907
6213AM,50.838318,5.674206,0.13692719583941776
6213AP,50.840066,5.676029,0.17594438952670874
6213BA,50.841306,5.677538,0.21321229200548994
6213BB,50.840362,5.676234,0.18308663562271354
6213BD,50.83936,5.674396,0.15436601646275783
6213BE,50.8376,5.672616,0.12113410236019523
6213BG,50.843119,5.678928,0.2746530169537454
6213BH,50.84172,5.677678,0.22439994550731795
